ID	ND	FL
DASZVB01	6.091621e-06	1.297725e-05
JAGXRU01	1.288247e-05	6.140586e-06
JBFHQE01	1.26529e-05	6.360479e-06
JBAZTA01	1.22084e-05	6.799279e-06
QHMH01	1.263337e-05	6.371599e-06
JAJYVM01	1.54525e-05	3.505835e-06
Actinomarina	1.738772e-06	1.718764e-05
Virgibacillus_F	0	1.892108e-05
Desulfaltia	5.868063e-06	1.299118e-05
RGIG7332	3.936905e-06	1.491226e-05
JACZSH01	5.237615e-06	1.360236e-05
JAKFWF01	4.785398e-06	1.404919e-05
JAVBSJ01	1.439948e-05	4.419859e-06
JAJFLJ01	1.090756e-05	7.910737e-06
Plantactinospora	7.392012e-06	1.14251e-05
DATKZS01	9.585902e-06	9.222841e-06
CALXSZ01	1.024269e-05	8.555652e-06
WRFT01	1.701087e-05	1.768627e-06
Flexistipes	1.872273e-05	0
CAITRH01	4.796872e-06	1.384322e-05
JAWJLM01	4.798491e-06	1.383121e-05
Bacillus_BK	1.094893e-06	1.753251e-05
DASRRB01	1.13658e-05	7.244075e-06
UBA1419	2.388755e-06	1.621654e-05
CAMQYB01	9.382787e-06	9.212886e-06
JANYJJ01	1.023077e-05	8.34773e-06
W0P28-013	1.349939e-05	5.076365e-06
GCA-002793235	7.403228e-06	1.116528e-05
Radiobacillus	0	1.846583e-05
JBFMCE01	5.019767e-06	1.343231e-05
JANPLG01	1.95564e-06	1.648319e-05
GWC2-37-13	3.047616e-06	1.536937e-05
RGIG1476	8.51e-06	9.900711e-06
Effusibacillus	1.045754e-05	7.939368e-06
JAYEEQ01	4.574762e-06	1.381668e-05
CASFII01	1.243399e-05	5.938539e-06
JAABRD01	1.373453e-05	4.63289e-06
LSCE01	7.833856e-06	1.053291e-05
Minwuia	9.804704e-06	8.539816e-06
Seleniivibrio	1.15552e-05	6.787376e-06
Pseudidiomarina	1.833762e-05	0
Thiospirochaeta	1.348611e-05	4.82094e-06
AG11	1.237368e-05	5.931458e-06
Bacillus_CA	0	1.823966e-05
Facklamia	1.52183e-06	1.671774e-05
Abyssicoccus	5.218162e-06	1.298469e-05
JAMPXD01	1.969853e-06	1.622612e-05
JAGXQV01	6.104619e-06	1.20767e-05
JAENXA01	6.560362e-06	1.161538e-05
SIG373	5.020242e-06	1.31551e-05
SFRY01	1.002483e-05	8.125725e-06
Desulfotruncus	9.801607e-06	8.337989e-06
Hydrogenophilus	9.135667e-06	9.001505e-06
Wagnerdoeblera	9.14697e-06	8.981575e-06
JAISXK01	1.219066e-05	5.915698e-06
UBA6168	1.608555e-05	1.971893e-06
Yaniella	1.302611e-06	1.668643e-05
Bdellovibrio	3.71868e-06	1.42605e-05
Kluyvera	1.313871e-06	1.665421e-05
Brevefilum	1.090911e-05	7.052141e-06
JAIRYN01	9.597821e-06	8.356702e-06
DAIPHL01	1.111233e-05	6.801675e-06
JAHFDT01	1.088524e-05	7.014178e-06
JAKSPF01	3.040234e-06	1.478019e-05
GWB1-36-13	5.670934e-06	1.213189e-05
Dethiosulfatibacter	3.049748e-06	1.473503e-05
Thermanaeromonas	8.759142e-07	1.687949e-05
JAIFNC01	4.130518e-06	1.360345e-05
UBA11475	5.659736e-06	1.206764e-05
Thiothrix	1.136506e-05	6.3392e-06
MWDF01	9.154945e-06	8.545104e-06
Ferviditalea	1.136275e-05	6.326811e-06
WRDG01	5.670221e-06	1.18866e-05
JAEZZZ01	7.406597e-06	1.013646e-05
JAVXGM01	2.388842e-06	1.515219e-05
Bacillus_BL	6.551061e-06	1.098124e-05
JAISAK01	8.308776e-06	9.220081e-06
JABMQV01	1.21939e-05	5.295955e-06
CANKHJ01	9.593427e-06	7.896342e-06
Pseudoroseomonas	5.434996e-06	1.204966e-05
CALGBT01	1.0656e-05	6.819614e-06
JAISMH01	5.43093e-06	1.203707e-05
Haploplasma	0	1.74061e-05
GWF2-32-72	1.305691e-06	1.608468e-05
SbD1	2.178225e-06	1.519945e-05
Pontimonas	4.363194e-06	1.298688e-05
RUG695	4.351862e-06	1.299343e-05
UBA2450	1.74386e-06	1.55913e-05
Pseudoleptotrichia	5.222585e-06	1.211223e-05
SIG587	3.719116e-06	1.361526e-05
Amorphus	7.004665e-06	1.032881e-05
Leeuwenhoekiella	1.087293e-06	1.624064e-05
ZJ293	6.954387e-06	1.035396e-05
JAAZKI01	7.393334e-06	9.914522e-06
JAUNDF01	7.42528e-06	9.879337e-06
J004	1.025394e-05	7.045002e-06
CALWPI01	7.184976e-06	1.010637e-05
JAJYMS01	1.617765e-05	1.102731e-06
Spirillospora	6.963576e-06	1.031583e-05
CADBRF01	1.070067e-05	6.572286e-06
JAISTL01	5.436681e-06	1.182936e-05
SpSt-227	1.263634e-05	4.618103e-06
Bacillus_Z	0	1.716509e-05
JACOMY01	0	1.714165e-05
Balnearium	4.377452e-07	1.666095e-05
PGYR01	8.940645e-06	8.155742e-06
UBA2210	0	1.709628e-05
JAGGTI01	1.744552e-06	1.534999e-05
CAVDRM01	7.178421e-06	9.909875e-06
JBDKSP01	1.158136e-05	5.500722e-06
Sulfuricaulis	3.489318e-06	1.358499e-05
UBA12053	6.952435e-06	1.010361e-05
GUT77	1.441911e-05	2.633149e-06
Flavitalea	9.80402e-06	7.243702e-06
JAKPVM01	8.703341e-06	8.337854e-06
JBFLYH01	9.787628e-06	7.248241e-06
GCA-016699895	1.259927e-05	4.38469e-06
Brochothrix	0	1.69444e-05
JBAXVQ01	1.628879e-05	6.544977e-07
Bacillus_BM	3.039368e-06	1.387863e-05
JAISTP01	8.759142e-07	1.602745e-05
CALYAQ01	0	1.690028e-05
JAHFGL01	4.99467e-06	1.190175e-05
JAAYFE01	5.444401e-06	1.144738e-05
CASDVX01	5.674278e-06	1.121368e-05
CALMAK01	3.688768e-06	1.319565e-05
JANWHZ01	8.754904e-07	1.600892e-05
JACRCV01	3.043335e-06	1.382823e-05
GW-Firmicutes-8	5.234745e-06	1.163569e-05
JAUVYQ01	1.135004e-05	5.510311e-06
RUG13279	5.905798e-06	1.095146e-05
Paucimonas	6.52957e-06	1.032453e-05
Petroclostridium	7.404956e-06	9.428883e-06
Rhizobium_E	1.176557e-05	5.064386e-06
DATCTW01	1.240779e-05	4.40047e-06
JARGFK01	1.094893e-06	1.563711e-05
BM520	4.347724e-06	1.234747e-05
JACQNR01	3.482536e-06	1.318079e-05
JAJRRM01	5.865999e-06	1.077639e-05
Nitrospirillum	5.208192e-06	1.141411e-05
Thiodiazotropha	7.17315e-06	9.44273e-06
Avamphibacillus	0	1.656824e-05
JAIRMY01	8.759142e-07	1.56092e-05
UBA5078	3.486872e-06	1.29837e-05
RDXI01	2.619072e-06	1.384188e-05
UBA965	5.877753e-06	1.055549e-05
JAFGXW01	0	1.643299e-05
GCA-002733105	8.949218e-06	7.473573e-06
CAIWHR01	5.226766e-06	1.119403e-05
SIG437	6.09694e-06	1.031767e-05
Bruticola	1.178794e-05	4.624843e-06
JAHFDX01	6.538875e-06	9.872544e-06
Niveispirillum	8.256803e-06	8.153393e-06
UBA7524	7.823479e-06	8.585955e-06
Caldifermentibacillus	3.492945e-06	1.291551e-05
Tagaea	1.953224e-06	1.445121e-05
Methylotenera	9.161209e-06	7.241374e-06
CALKAQ01	7.632989e-06	8.766275e-06
DATCMH01	7.185936e-06	9.208557e-06
DAONLM01	1.636425e-05	0
JAOAQY01	6.509591e-07	1.564054e-05
JAQUUM01	4.379571e-07	1.582103e-05
WRME01	3.705947e-06	1.255116e-05
Lactovum	3.279875e-06	1.296044e-05
GCA-2748425	0	1.623686e-05
JALOAG01	4.148608e-06	1.206812e-05
Rhodococcus_F	7.19765e-06	9.018012e-06
JAOUNS01	2.173894e-06	1.402807e-05
UBA6918	5.881934e-06	1.032003e-05
JARBTR01	4.346292e-06	1.184455e-05
G021776435	7.624768e-06	8.561789e-06
QQWI01	1.611805e-05	0
CAKQTH01	8.295863e-06	7.724751e-06
RUG842	3.495739e-06	1.251541e-05
Amylibacter	0	1.600613e-05
JAAYGG01	5.676118e-06	1.031395e-05
Zeimonas	6.531793e-06	9.453744e-06
DATLTG01	6.524432e-06	9.446056e-06
Urbifossiella	6.735663e-06	9.224261e-06
JAEZOU01	1.001461e-05	5.930847e-06
Methylosinus	1.066444e-05	5.276954e-06
Saccharospirillum	1.393264e-05	1.97489e-06
JALHPX01	8.536243e-06	7.296003e-06
JAAYMV01	3.924262e-06	1.189468e-05
JANWZE01	4.358582e-06	1.143017e-05
Thiocapsa	1.741015e-06	1.404504e-05
CASFRF01	7.399611e-06	8.365803e-06
JADDRA01	5.865994e-06	9.889375e-06
JAEUNJ01	6.093891e-06	9.658746e-06
JABFSS01	6.53408e-06	9.214222e-06
UBA1799	1.003996e-05	5.706962e-06
JACCQO01	7.851547e-06	7.887426e-06
DTHB01	8.507438e-06	7.231273e-06
JAWLCD01	7.618123e-06	8.115903e-06
JAQVWN01	6.566178e-07	1.506525e-05
CAMNHZ01	2.171596e-07	1.541903e-05
JAISJD01	1.094893e-06	1.453857e-05
JAUZOB01	2.180026e-06	1.338399e-05
Bog-1340	8.679454e-07	1.469569e-05
DXWE01	5.674282e-06	9.885064e-06
PNAI01	5.661659e-06	9.896845e-06
CALVZT01	3.688768e-06	1.185337e-05
JAVBJX01	1.005406e-05	5.487988e-06
Francisella	6.525761e-06	9.011025e-06
JAJDJB01	7.205789e-06	8.330938e-06
BOCB01	6.534123e-06	8.995798e-06
JANXSD01	1.026493e-05	5.262125e-06
CALXQW01	8.929088e-06	6.596383e-06
Phytoactinopolyspora	6.955987e-06	8.556571e-06
UBA9980	1.11133e-05	4.396604e-06
JADGIC01	1.023556e-05	5.267969e-06
JAKSSR01	1.284387e-05	2.62919e-06
JAFGQS01	1.541833e-05	0
CALVQX01	0	1.540292e-05
CSBR16-88	0	1.540034e-05
CAWVLE01	3.043468e-06	1.234085e-05
DTU078	3.928653e-06	1.144512e-05
Alkalibaculum_A	6.118355e-06	9.235006e-06
Mycoplasma_L	2.173091e-06	1.317748e-05
PHOS-HE28	1.744129e-06	1.359893e-05
Desulfocurvibacter	3.480535e-06	1.18564e-05
JBDMZA01	4.806681e-06	1.052625e-05
IDS-8	5.009389e-06	1.031742e-05
DTU068	9.602131e-06	5.711313e-06
WQXF01	7.643595e-06	7.667302e-06
CAMAVR01	2.617253e-06	1.268508e-05
Thermomonas	8.935849e-06	6.35969e-06
Xanthocytophaga	8.499617e-06	6.792571e-06
JAUNBV01	1.068366e-05	4.598461e-06
DATGUP01	0	1.51924e-05
CAIJNA01	4.343191e-07	1.472182e-05
Lacinutrix	5.232272e-06	9.905221e-06
CALXXL01	4.151497e-06	1.096964e-05
JAQUNI01	4.802764e-06	1.031805e-05
Mesotoga	4.128275e-06	1.098376e-05
GWA2-43-13	4.80811e-06	1.028891e-05
JBCCQH01	6.740613e-06	8.352146e-06
CAIPAT01	8.720367e-06	6.370495e-06
RGIG6635	7.183128e-06	7.902143e-06
CAIYBN01	7.830059e-06	7.248015e-06
Sterolibacterium	7.618325e-06	7.458598e-06
JASKKI01	9.34694e-06	5.717392e-06
Methylobacter_C	1.303815e-05	1.983465e-06
JAAYOI01	0	1.493296e-05
UMGS2055	4.377452e-07	1.448084e-05
Coriobacterium	4.999374e-06	9.916677e-06
SZUA-82	0	1.491146e-05
Petrotoga	2.833151e-06	1.207143e-05
Agaribacillus	4.570294e-06	1.033125e-05
CALXRW01	3.490924e-06	1.141028e-05
Accumulibacter	3.057788e-06	1.184161e-05
UBA5072	5.874578e-06	9.015086e-06
Tamlana_C	4.134803e-06	1.075338e-05
JAIRLY01	6.957285e-06	7.924778e-06
JAVBME01	9.391562e-06	5.477997e-06
GWE2-51-13	7.838793e-06	7.028952e-06
RUG14186	1.351093e-05	1.318936e-06
JAAYHV01	0	1.478026e-05
UBA6116	4.347678e-06	1.037363e-05
Aminobacterium	3.711615e-06	1.099568e-05
G963692905	1.084932e-06	1.361091e-05
SZAS-7	3.922553e-06	1.075593e-05
CALCNS01	9.406342e-06	5.269746e-06
JAEXNS01	4.596642e-06	1.007372e-05
JAKAXG01	5.441236e-06	9.222882e-06
Schlegelella_A	5.874159e-06	8.783291e-06
Holophaga	8.28854e-06	6.368131e-06
Brevibacillus_B	4.777472e-06	9.872349e-06
UBA6911	6.966004e-06	7.682257e-06
J013	6.534738e-06	8.104196e-06
JAITRE01	1.461699e-05	0
UBA8958	1.175655e-05	2.85787e-06
Rahnella	1.26366e-05	1.969653e-06
DAIDJG01	8.25671e-06	6.348949e-06
JAKJGF01	1.324673e-05	1.314595e-06
RUG11241	0	1.452665e-05
CADEGL01	1.746472e-06	1.274346e-05
2-12-FULL-53-21	6.569356e-07	1.383247e-05
JAKYXN01	3.281688e-06	1.120346e-05
CF-161	6.532016e-06	7.920586e-06
Anoxybacillus	6.977362e-06	7.462361e-06
JAKJBX01	4.129458e-06	1.030889e-05
Methyloferula	6.306085e-06	8.130665e-06
RUG343	3.284678e-06	1.115085e-05
JALOLV01	1.221668e-05	2.212102e-06
JADGOW01	6.530419e-06	7.882084e-06
Methylophilus	7.396391e-06	7.004678e-06
Hebobacterum	2.189785e-06	1.211244e-05
Paenibacillus_F	4.358799e-06	9.893354e-06
Dactylopiibacterium	2.830022e-06	1.141491e-05
MGBC105563	2.830366e-06	1.140537e-05
Koleobacter	1.518904e-06	1.271605e-05
RGIG5669	4.150963e-06	1.008094e-05
Fervidobacterium	1.137868e-05	2.850421e-06
CALGLP01	7.635762e-06	6.581591e-06
JAAZJX01	3.483754e-06	1.072892e-05
CAIJMQ01	1.220699e-05	1.973471e-06
JBAYLH01	3.284678e-06	1.078727e-05
CAMJGD01	5.252942e-06	8.812376e-06
JAXGOI01	5.036083e-06	9.016211e-06
JAGQSI01	3.06517e-06	1.098163e-05
Lysinibacillus_B	0	1.403672e-05
Ozemobacter	6.780154e-06	7.252404e-06
JAIRPD01	2.626471e-06	1.139891e-05
JAIEPM01	1.094585e-05	3.074718e-06
JAQTSP01	5.67047e-06	8.347893e-06
Ga0077530	4.123434e-06	9.884257e-06
Xenorhabdus	6.53753e-06	7.464497e-06
Jiella	5.014022e-06	8.986787e-06
JBBROQ01	6.953702e-06	7.046029e-06
Desulfoscipio	8.493488e-06	5.505788e-06
UBA8525	6.31119e-06	7.680969e-06
Abiotrophia	1.332167e-05	6.616388e-07
Pseudotabrizicola	7.82387e-06	6.147053e-06
JADJAH01	1.371873e-05	2.214945e-07
Lentibacillus_B	8.703513e-07	1.299063e-05
JAISKJ01	6.569356e-07	1.317195e-05
Limnospira	6.337645e-06	7.478912e-06
JAAZHK01	8.686382e-07	1.294787e-05
VXRN01	5.450897e-06	8.365498e-06
CAKSDT01	2.179073e-07	1.358056e-05
JAFLBI01	5.231711e-06	8.559737e-06
JADJCA01	5.451544e-06	8.337264e-06
Mesorhizobium_D	9.821182e-06	3.966914e-06
Nitrosospira	6.983498e-06	6.779236e-06
Galbibacter	1.15498e-05	2.209258e-06
Paracholeplasma	5.433174e-06	8.315492e-06
Longirhabdus	8.262361e-06	5.481444e-06
JAAYLO01	0	1.364334e-05
M55B143	0	1.361838e-05
UBA1754	4.586035e-06	9.02846e-06
Acaryochloris	2.613797e-06	1.099096e-05
DAOOOU01	3.692752e-06	9.910272e-06
JAEYGI01	5.255485e-06	8.343536e-06
WRIV01	6.767676e-06	6.825983e-06
CAMCXT01	4.797575e-06	8.793238e-06
Sabulitectum	1.970065e-06	1.162032e-05
UBA2282	3.489965e-06	1.009638e-05
JAAYBY01	1.95665e-06	1.162854e-05
JAEWWD01	4.363938e-06	9.220098e-06
Nitrosophilus_A	7.618876e-06	5.955604e-06
DATJWY01	3.708478e-06	9.865114e-06
DASXVK01	4.778943e-06	8.784286e-06
Thiomonas	8.4954e-06	5.063366e-06
Taishania	1.092127e-05	2.635185e-06
UBA1562	9.331334e-06	4.168776e-06
Clostridium_AS	1.238922e-05	1.099338e-06
Pullulanibacillus	0	1.341286e-05
JALZOC01	8.722762e-07	1.25379e-05
JALSID01	4.147961e-06	9.24528e-06
Fen-1362	6.566178e-07	1.272608e-05
Paeniglutamicibacter	3.935834e-06	9.442175e-06
RUG11864	8.961699e-06	4.394275e-06
JAGOHU01	6.751113e-06	6.603915e-06
SLRF01	5.428288e-06	7.924268e-06
JASGMB01	7.649393e-06	5.701332e-06
RGIG6076	5.22915e-06	8.115328e-06
DUPU01	8.705952e-06	4.632869e-06
Maribacter	6.744786e-06	6.583407e-06
JAISDD01	1.067693e-05	2.636425e-06
Bacillus_BR	8.690869e-06	4.618497e-06
DASSKL01	0	1.319071e-05
DAINPP01	0	1.318365e-05
JAGUXE01	3.05328e-06	1.012723e-05
Proteinivorax	2.189785e-07	1.295162e-05
SW132	9.416077e-06	3.744945e-06
CFX10	2.177755e-06	1.095668e-05
RGIG3438	8.076827e-06	5.050961e-06
JAEELK01	4.153546e-06	8.970897e-06
UBA1222	6.313983e-06	6.805807e-06
JACCYU01	1.091765e-05	2.201673e-06
Pengzhenrongella	8.28952e-06	4.829174e-06
JAKEEP01	6.51063e-06	6.602114e-06
Xylanimonas	8.050075e-06	5.06011e-06
JAVBJQ01	5.666417e-06	7.438875e-06
JAWLDD01	1.219668e-05	8.755009e-07
43-108	1.194969e-05	1.103196e-06
G963665665	1.302957e-05	0
Desulfatibia	2.621645e-06	1.035085e-05
DTU063	6.569356e-07	1.231198e-05
CASFRQ01	9.188128e-06	3.742154e-06
G963422445	2.175334e-06	1.075416e-05
JAGPKW01	8.752529e-06	4.176459e-06
JARLHS01	1.528247e-06	1.140051e-05
RAM1	5.222051e-06	7.695721e-06
AU392	0	1.291765e-05
JAUNVQ01	6.773951e-06	6.139804e-06
JAJZCL01	1.291348e-05	0
JAVBMB01	4.997584e-06	7.906298e-06
Brenneria	7.196073e-06	5.705983e-06
Acherontichlamydia	1.026075e-05	2.62695e-06
JAJPHU01	6.74804e-06	6.138126e-06
Sulfurimicrobium	9.579835e-06	3.293431e-06
Paracaedimonas	1.745724e-06	1.09811e-05
Thermaerobacter	0	1.27195e-05
Hoeflea_A	4.358147e-07	1.228115e-05
CAKVON01	1.528035e-06	1.118818e-05
BS524	0	1.271575e-05
JANSWW01	1.084932e-06	1.162892e-05
RGIG9099	6.563146e-06	6.146668e-06
JAITVM01	2.845873e-06	9.852714e-06
JAVBQJ01	1.737276e-06	1.095982e-05
Anaerosporomusa	6.972852e-06	5.720454e-06
Nitratireductor	5.878238e-06	6.812543e-06
Methyloversatilis	6.75052e-06	5.918918e-06
G963662985	2.189785e-07	1.230858e-05
Avipropionibacterium	0	1.252591e-05
CALFRW01	1.963531e-06	1.055888e-05
JAKADD01	6.566178e-06	5.937694e-06
JBGPBY01	2.615328e-06	9.885547e-06
Caloramator	1.741505e-06	1.075906e-05
CG1-02-41-21	1.094363e-06	1.14052e-05
JBGSLA01	9.635056e-06	2.864207e-06
WREN01	8.754904e-07	1.162325e-05
Ulvibacter	4.596536e-06	7.887571e-06
JAPUDQ01	4.140462e-06	8.341342e-06
RUG612	4.34094e-06	8.132697e-06
Vaginimicrobium	6.520532e-06	5.944421e-06
UBA10646	5.005786e-06	7.457365e-06
JAFDHF01	6.097411e-06	6.363376e-06
Merdivivens	6.75144e-06	5.703285e-06
JAEZJZ01	9.800769e-06	2.649401e-06
Syntrophomonas_B	7.621701e-06	4.821993e-06
Citrobacter_A	8.913274e-06	3.526804e-06
DAONDQ01	0	1.230194e-05
RPRB01	6.53722e-07	1.162873e-05
CALKUG01	5.469002e-06	6.796071e-06
DULL01	3.935733e-06	8.312147e-06
Mergibacter	8.745251e-07	1.136462e-05
Magnetominusculus	7.844615e-06	4.39377e-06
JAFGTF01	1.22324e-05	0
Metarhizobium	4.138678e-06	8.082331e-06
UBA1238	8.909533e-06	3.296225e-06
Competibacter_A	0	1.211668e-05
CACVAW01	0	1.211533e-05
VGKK01	1.525574e-06	1.057609e-05
Virgibacillus_E	8.708815e-07	1.122389e-05
CACZQA01	1.30981e-06	1.077473e-05
UBA5202	0	1.208306e-05
JAJZHU01	2.833988e-06	9.239558e-06
BPJZ01	3.051148e-06	9.01869e-06
JAIRLQ01	0	1.206467e-05
JAGUVT01	7.880791e-06	4.16987e-06
JAEYFO01	6.995564e-06	5.042933e-06
Chryseotalea	4.139942e-06	7.891053e-06
JACQTH01	7.629346e-06	4.396454e-06
JAQGMV01	6.967976e-06	5.052453e-06
UBA1796	0	1.201244e-05
JANQFW01	1.200903e-05	0
UBA1407	9.139545e-06	2.863311e-06
Ilyobacter	7.830923e-06	4.167536e-06
Jiangella	8.913385e-06	3.081859e-06
JAUZPY01	8.052034e-06	3.935723e-06
CADBNZ01	1.197769e-05	0
CAVDAL01	1.74712e-06	1.014799e-05
Holzapfeliella	0	1.1889e-05
PWMO01	1.750981e-06	1.012976e-05
AG-430-B22	0	1.185946e-05
CALVJV01	0	1.184535e-05
JAMZMI01	3.0657e-06	8.772718e-06
JANQRS01	0	1.183275e-05
JAITNA01	9.602685e-06	2.203497e-06
Xylocopilactobacillus	4.996275e-06	6.808256e-06
JAUIAI01	4.57075e-06	7.223314e-06
Mangrovicella	5.212049e-06	6.576309e-06
JAGTRP01	8.713489e-06	3.064701e-06
Propioniciclava	9.59172e-06	2.181659e-06
JAUXEM01	0	1.171258e-05
CAKOLD01	0	1.1669e-05
Vagococcus_E	0	1.165771e-05
CAMAGA01	0	1.165717e-05
Phytohabitans	8.737717e-07	1.077306e-05
JAOUFE01	1.527282e-06	1.010255e-05
JBGTLU01	3.500354e-06	8.127444e-06
SXHM01	0	1.162737e-05
UMGS1908	8.759142e-07	1.074802e-05
JARIHC01	4.127519e-06	7.490935e-06
SIO1A7	5.910408e-06	5.70626e-06
JAHZFN01	2.833353e-06	8.771771e-06
DAITAZ01	3.274719e-06	8.324905e-06
PNKZ01	3.71064e-06	7.880149e-06
Geopseudomonas	4.784914e-06	6.800709e-06
CANJBX01	4.782033e-06	6.801697e-06
CADEED01	6.748175e-06	4.810924e-06
Avacidaminococcus	9.791964e-06	1.760583e-06
B1SED10-159	1.108586e-05	4.373025e-07
Desulfovibrio_Q	1.150946e-05	0
Oceanibacillus_A	0	1.145683e-05
RGIG10196	0	1.143177e-05
Herbiconiux	0	1.14317e-05
UBA2227	0	1.141493e-05
Falseniella	1.737276e-06	9.676748e-06
JAIVAN01	2.188726e-07	1.1179e-05
RGIG1893	1.95357e-06	9.444068e-06
JACCZE01	6.974236e-06	4.420308e-06
CASGDD01	6.765759e-06	4.626684e-06
CAIXPS01	0	1.138961e-05
DASRBA01	4.575852e-06	6.809252e-06
JAAYPW01	1.524927e-06	9.855395e-06
Cryosericum	7.632474e-06	3.744526e-06
JAVBUK01	6.533785e-06	4.821698e-06
RGIG8785	8.930722e-06	2.409811e-06
Kurthia	1.954869e-06	9.265215e-06
CASFHD01	8.759142e-07	1.03409e-05
OFTM128	0	1.121162e-05
Zrk6	8.703513e-07	1.034082e-05
UBA4882	3.695215e-06	7.498445e-06
Thermosinus	1.525351e-06	9.667284e-06
CALXIC01	5.904452e-06	5.283879e-06
GWF2-35-48	0	1.118386e-05
JAIBCM01	3.933401e-06	7.241445e-06
HRBIN16	6.330155e-06	4.842787e-06
Alsobacter	3.263084e-06	7.908135e-06
JAUNED01	1.006008e-05	1.102731e-06
Capillimicrobium	3.915533e-06	7.24224e-06
Citrobacter	5.448622e-06	5.708555e-06
JARRRG01	9.18136e-06	1.974935e-06
2-02-FULL-51-18	5.239639e-06	5.915636e-06
DTU067	2.824701e-06	8.325509e-06
JAITNT01	7.213454e-06	3.934981e-06
JAIELD01	2.605623e-06	8.541612e-06
Halalkalibacter_A	7.182431e-06	3.962702e-06
Hydrogenimonas	4.352921e-06	6.791351e-06
Caulobacter	5.876312e-06	5.251679e-06
DASYCK01	7.175416e-06	3.947898e-06
JALOTG01	8.488373e-06	2.62891e-06
JBBRAU01	1.08614e-05	2.205463e-07
Elizabethkingia	1.107514e-05	0
Sinobaca	6.566178e-07	1.036785e-05
DATAUW01	8.701338e-07	1.012778e-05
JAITWF01	4.379041e-06	6.613901e-06
Anaerobranca	2.407599e-06	8.57691e-06
JAKLDR01	1.52183e-06	9.449483e-06
JAENYX01	6.127309e-06	4.841096e-06
JANQFK01	0	1.096504e-05
Sulfurospirillum	1.954436e-06	9.002796e-06
JAKEFD01	5.683177e-06	5.272265e-06
WYBJ01	2.84416e-06	8.110942e-06
Variovorax_A	3.491767e-06	7.463295e-06
DATNQP01	4.589896e-06	6.359749e-06
WG-1	3.70487e-06	7.242306e-06
PMP191F	8.304066e-06	2.641216e-06
JANYFL01	4.129534e-06	6.805438e-06
JAGQIK01	7.624713e-06	3.299587e-06
Electryonea	5.430594e-06	5.487026e-06
Aliicoccus	0	1.078195e-05
AMAZON01	0	1.07743e-05
JAISDM01	3.282336e-06	7.469002e-06
JAAZDU01	4.792805e-06	5.953231e-06
DATGTQ01	3.270126e-06	7.4643e-06
JAAZAB01	3.914899e-06	6.818122e-06
JBFMDH01	2.822208e-06	7.903784e-06
WRNU01	4.775542e-06	5.945074e-06
JAAXUU01	7.179471e-06	3.525396e-06
JAKORJ01	8.72253e-06	1.981126e-06
Pelagibacterium	5.87665e-06	4.820101e-06
UBA2212	7.392833e-06	3.289105e-06
JAGPCK01	1.313765e-06	9.257586e-06
Desertibacillus	1.085798e-06	9.476254e-06
JAAZNS01	0	1.05502e-05
UBA1760	0	1.054949e-05
JAIBBG01	3.491779e-06	7.054073e-06
WRNP01	1.526317e-06	9.012368e-06
Terasakiella	7.429956e-06	3.100923e-06
JBCCMF01	3.919892e-06	6.607191e-06
JAHEIJ01	5.893156e-06	4.622879e-06
JAFGMG01	2.408658e-06	8.102362e-06
JAITHW01	7.19891e-06	3.306747e-06
CF-39	1.301918e-06	9.186683e-06
Stygibacter	3.905754e-06	6.579969e-06
DATLGW01	6.082215e-06	4.380418e-06
CANKHA01	7.829288e-06	2.626503e-06
UBA12042	9.77218e-06	6.559538e-07
JACQVR01	0	1.036031e-05
Novibacillus	0	1.034762e-05
Propionigenium	5.692806e-06	4.631474e-06
PXAP01	3.931353e-06	6.390054e-06
UBA10324	2.616377e-06	7.696523e-06
SG8-4	0	1.030308e-05
SUG1201	0	1.030259e-05
Cfx2-01	0	1.029947e-05
Thiospirillum	6.337853e-06	3.95396e-06
JBBINA01	0	1.028608e-05
JAEXBH01	1.084932e-06	9.193724e-06
Neoroseomonas	4.793961e-06	5.473286e-06
Sideroxyarcus	4.782681e-06	5.48222e-06
Hahella	1.024748e-05	0
JAITSR01	0	1.01721e-05
JAFGNR01	2.188726e-06	7.939371e-06
LDC-1	0	1.012228e-05
WQUU01	2.613095e-06	7.492787e-06
Lutimonas	3.280193e-06	6.820656e-06
Methylocystis	1.963759e-06	8.124344e-06
JAISLU01	5.025794e-06	5.057802e-06
DAHUYF01	4.362608e-06	5.713227e-06
JAISKV01	1.748615e-06	8.326442e-06
UBA4665	0	1.007312e-05
2-12-FULL-68-20	3.708824e-06	6.364212e-06
JBAMLJ01	3.697101e-06	6.375238e-06
JAENWH01	6.109485e-06	3.947093e-06
RGIG9114	6.109127e-06	3.947096e-06
CAIOHW01	1.085798e-06	8.969558e-06
Xianfuyuplasma	2.823649e-06	7.224199e-06
JAUXIQ01	4.79089e-06	5.25497e-06
Sphingorhabdus_B	4.570855e-06	5.471135e-06
BM103	8.058127e-06	1.971893e-06
JAUNQW01	8.469223e-06	1.543804e-06
JANWZQ01	0	9.908664e-06
Stenotrophobium	1.524073e-06	8.374427e-06
DASRDB01	2.40299e-06	7.494198e-06
JALNYF01	0	9.895399e-06
Eremococcus	4.343191e-07	9.456857e-06
JAEDJH01	3.481743e-06	6.378665e-06
CAIYZJ01	3.255661e-06	6.590165e-06
JAEZXH01	5.237121e-06	4.608466e-06
