ID	ND	FL
Cloacibacillus	0.0001062592	0.000170956
JAHJTV01	0.0002073174	6.969883e-05
UMGS1470	2.853801e-05	0.0002480958
Campylobacter_B	0.0001671815	0.0001092249
CASFPE01	0.0001418738	0.0001342622
Stammera	8.035117e-05	0.0001955615
Entomomonas	0.0001213489	0.000153845
CAKSJY01	0.0001431678	0.0001317983
Stercoripulliclostridium_A	9.960651e-05	0.0001752901
JAQURJ01	0.0002360837	3.859431e-05
SZUA-444	0.0001746598	9.984343e-05
Mogibacterium	7.872468e-05	0.000195235
BNUT01	0.0001006816	0.0001722278
SIG447	7.526164e-05	0.0001975079
Fibrimonas	0.0002077058	6.501318e-05
CATJNN01	6.005462e-05	0.0002121672
RUG159	0.0002156776	5.550309e-05
RGIG9608	0.0001140095	0.0001565788
YN15	0.0001359986	0.0001345822
JAJYHY01	1.794408e-05	0.0002525156
RUG14305	3.826809e-05	0.0002314042
Paucibacter_A	0.0001352233	0.0001338851
Massilibacteroides	0.0001148576	0.000153565
MGBC101980	3.228901e-05	0.0002360599
JAGZMM01	0.0001014223	0.0001668047
JAEDES01	4.466567e-05	0.0002232017
JAISZP01	0.0001567842	0.0001107351
Perspicuibacillus	0.000131767	0.0001355516
2-12-FULL-35-15	9.158018e-05	0.0001748932
Arcanobacterium_A	0.0001912246	7.515738e-05
UBA1367	0.0001238879	0.0001423999
UBA932	9.806059e-05	0.0001680276
Lederbergia_A	0.0001055781	0.0001600931
CALWWS01	0.0001482363	0.0001168276
Hallerella	8.103383e-05	0.0001835146
Hydrogenophaga	0.000123882	0.0001402739
JAILCQ01	7.596686e-05	0.0001877944
Acidilutibacter	0.0001369315	0.0001264914
RGIG8050	2.307574e-05	0.0002402875
RGIG2774	0.0001149134	0.0001483056
JACRDC01	5.38445e-05	0.0002092372
Herbaspirillum	0.0001313412	0.0001316422
Limnoraphis	6.425832e-05	0.0001982185
Tannockella	0.0001968271	6.506488e-05
F0058	0.0001027432	0.000158925
UBA8130	0.0001479326	0.0001133699
Irregularibacter	4.721149e-05	0.0002139788
Paenibacillus_V	6.463342e-05	0.0001963891
W-Chloroflexi-9	5.709351e-05	0.0002033118
SG-bin9	0.0001229035	0.00013722
JAJZXF01	0.0001995624	6.016557e-05
RGIG8048	0.0001297853	0.0001297463
JAJQEJ01	0.0001414443	0.0001176921
Bacillus_P	2.188726e-07	0.0002585509
Gimesia	6.943544e-05	0.0001890782
CAJGDV01	3.714077e-06	0.0002523437
Caldicellulosiruptor	0.0001441637	0.0001118182
JAPLFL01	5.822011e-05	0.0001974476
JAQVRG01	7.019767e-05	0.0001842807
CAKPKP01	5.135602e-05	0.0002026633
QVMG01	0.0001312514	0.000122748
65-79	0.0001225684	0.0001310111
JAILHT01	0.0001109589	0.0001424193
JAGLOK01	4.705368e-05	0.0002054346
Aquimarina	5.688236e-05	0.0001954269
Halalkalibacter	8.096407e-05	0.0001713326
JAGPHI01	0.0001095664	0.0001418621
UBA4312	0.0001678647	8.282665e-05
Clostridium_AC	0.0001830006	6.745577e-05
Simplicispira	0.0001092628	0.0001411764
RGIG7926	0.0001271137	0.0001227643
JAIKWW01	8.458858e-05	0.0001644745
JAGNKE01	0.0001234639	0.000124399
UBA4080	0.0001120715	0.0001350945
Acetitomaculum	8.456243e-05	0.0001623515
GWF2-38-85	0.000107078	0.0001397485
JAIRQC01	0.0001030871	0.0001434083
JAVBSN01	0.0001051976	0.0001412555
JBGPEQ01	6.994827e-05	0.0001762888
Geobacillus	0.000134593	0.000111429
SFHK01	0.0001387934	0.0001069509
CAMHGU01	9.868922e-05	0.0001468772
Hungateiclostridium	0.0001451552	9.952402e-05
JADJTT01	0.0002304143	1.274619e-05
SIG653	0.000160617	8.211983e-05
B13-G4	0.000144897	9.759695e-05
Firm-13	6.991999e-05	0.0001725171
Bosea	9.476516e-05	0.0001473785
Syner-03	7.536242e-05	0.0001664291
RUG11797	0.0001690362	7.253998e-05
UBA1422	4.687009e-05	0.0001946769
SIG454	0.0001157563	0.0001257837
JAKPCT01	7.814087e-05	0.0001630043
JAHISY01	0.0001065836	0.0001342935
Ch48	0.0001161057	0.0001243853
Paraclostridium	5.100252e-05	0.0001893427
RGIG4266	0.0001404584	9.983361e-05
Gracilibacillus	8.826519e-05	0.0001515008
Granulicatella	5.73592e-05	0.0001822821
Equibacterium	5.580391e-05	0.0001831765
UMGS1002	0.000126786	0.0001120991
Tissierella_A	7.316746e-05	0.0001655151
CALXNP01	5.28414e-05	0.0001857054
Metaclostridioides	1.394349e-05	0.0002245897
CAKTOF01	0.0001097948	0.0001287079
UBA1573	7.481001e-05	0.0001634407
Desulfitobacterium_A	6.753993e-05	0.0001699125
RUG14130	8.483641e-05	0.0001525904
Finegoldia	0.0001243557	0.0001125357
Fictibacillus	8.149877e-05	0.0001549428
Solibaculum	0.0001054201	0.0001308835
Neobittarella	4.01578e-05	0.0001959407
G963678095	0.00010883	0.0001271741
Aristotella	0.0001272348	0.000108288
Propionivibrio	0.0001206342	0.0001148425
Nevskia	0.0001110649	0.0001244095
HGM12657	0.0001577172	7.767731e-05
Clostridium_AE	0.0001201764	0.0001152145
JAQUBU01	0.0001861403	4.91829e-05
JAEYAW01	0.0001077583	0.000127495
Alkalibaculum	4.922016e-05	0.0001856322
CAKRZE01	0.0001451667	8.902308e-05
Fusobacterium_A	0.0001005414	0.0001332039
UBA1794	0.0001751026	5.844343e-05
DTU053	3.144076e-05	0.0002020697
Owenweeksia	5.032542e-05	0.0001827565
PTET01	3.40063e-05	0.0001989007
JAEZYS01	9.765895e-05	0.0001350937
JAVWHX01	1.396187e-05	0.0002187042
Amphibacillus	1.826221e-05	0.0002143778
MAG-120531	0.0001265696	0.0001056825
JAQUUX01	6.619048e-05	0.0001660431
RGIG3566	0.0001290452	0.0001024083
Tetragenococcus	6.654962e-05	0.0001644725
CFX2	0.000154341	7.665995e-05
UBA1739	7.602799e-05	0.0001549494
UBA1756	0.0001042947	0.0001263016
Hugonella	0.0001218011	0.000108369
UBA11452	4.010756e-05	0.000189962
CAIJYI01	0.0001340569	9.589354e-05
Amedibacterium	3.750681e-05	0.0001923366
Galligastranaerophilus_A	4.40041e-05	0.0001857393
Duganella	8.788175e-05	0.0001415067
CAKQKQ01	8.535912e-05	0.0001431685
UBA1246	5.685002e-05	0.000171541
UMGS1477	5.978814e-05	0.0001683478
Cupriavidus	0.0001166991	0.0001114169
JJ008	7.142035e-05	0.000155913
UBA5318	0.000136498	8.999074e-05
UBA11098	0.0001320248	9.415947e-05
JACVRN01	0.0001774202	4.854169e-05
Epilithonimonas	0.0001231953	0.0001027291
G963666935	0.0001624218	6.321857e-05
Acidulodesulfobacterium_A	9.174044e-05	0.0001335313
Bacillus	5.771834e-05	0.0001672007
DTU013	6.654622e-05	0.0001583581
WRKP01	7.344139e-05	0.0001512493
Contendobacter_A	8.722922e-05	0.0001370775
CALUTH01	3.026327e-05	0.0001939832
CALVUN01	0.0001009104	0.0001231025
Lederbergia	4.360187e-05	0.0001802403
Hylemonella	0.0001208386	0.0001029523
RUG708	9.141773e-05	0.0001323249
JAITLB01	9.427945e-05	0.00012941
Neochristensenella	0.0001128571	0.0001106577
Avidesulfovibrio	0.0001011149	0.0001223521
JAAFHB01	8.979617e-05	0.0001335398
SIG510	9.017762e-05	0.0001330966
Metabacillus	8.792491e-05	0.0001347643
UBA9722	8.274703e-05	0.0001394585
Termitinema	8.256071e-05	0.0001385865
Endomicrobiellum	0.000111822	0.0001093044
Alkalibacter	0.000109934	0.0001107301
HGM11530	3.30611e-05	0.0001867278
JAFUYI01	8.796519e-05	0.0001314009
Bombilactobacillus	0.0001098123	0.0001094417
SIG471	0.0001333232	8.562109e-05
Celaenobacter	0.0002189363	0
Oceanispirochaeta	0.0001115051	0.0001071283
G963674685	6.081133e-05	0.0001574489
Aedoeadaptatus	0.0001651284	5.278224e-05
RGIG5057	3.335473e-05	0.0001842464
JAFTYO01	9.93134e-05	0.0001182553
JAISVZ01	0.0001830761	3.448563e-05
CADAWZ01	2.663186e-05	0.0001907548
RGIG4140	0.0001051639	0.0001121189
DATBHU01	0	0.0002168358
DTFZ01	0.0001036118	0.0001129482
Geddesella	0.0001006458	0.0001157077
JAISER01	7.349562e-05	0.0001427481
UMGS1858	0.0001423636	7.357319e-05
CALVMC01	1.96451e-05	0.0001962205
JAISXG01	0.000103664	0.0001122004
CALUVH01	9.534022e-05	0.0001200015
JBCFBK01	8.758707e-05	0.0001271683
JAISFK01	2.1099e-05	0.0001932393
ZJ141	5.856658e-05	0.0001556923
GCA-2711565	4.144994e-05	0.000172544
Arachidicoccus	8.344765e-05	0.000130428
Latilactobacillus	0.0001103415	0.000103019
Magnetomorum	0	0.0002132125
UBA5420	4.694649e-05	0.0001661669
DASSJM01	0.000100822	0.0001119712
Onthocola_A	4.447367e-05	0.0001678861
JAFCZJ01	2.739376e-05	0.0001847054
Parafilimonas	2.678537e-05	0.0001844655
RGIG426	0.0001248816	8.633027e-05
CANRPV01	8.479358e-05	0.0001263863
Thermoclostridium	0.0001646186	4.609226e-05
CAMMMX01	5.149e-05	0.0001591796
CASDUO01	0.0001661381	4.448886e-05
Azospirillum	0.0001105515	9.995691e-05
JAVVTQ01	6.683015e-05	0.0001434776
CAKSKB01	6.852834e-05	0.0001413231
JANXAZ01	0.0001022056	0.0001072749
Flagellimonas	9.466868e-05	0.0001147475
Palsa-1150	0.0001084062	0.0001005933
CALXEN01	6.144469e-05	0.0001463321
SIG578	9.481368e-05	0.0001123215
Firm-10	2.531184e-05	0.000181083
Stenotrophomonas	0.0001128554	9.352328e-05
Haloimpatiens	5.34836e-05	0.0001527596
Dehalobacterium	9.156093e-05	0.0001143508
CANPVP01	2.54247e-05	0.0001801122
JABCPE02	8.646254e-05	0.000118913
JAVLUO01	7.044525e-05	0.0001349105
JAJDIT01	6.916058e-05	0.0001358449
RUG591	4.518291e-05	0.0001595769
JAAYGP01	8.736616e-05	0.000117259
CALWKP01	0.0001188451	8.533071e-05
JAADDV01	0.0001120314	9.187377e-05
JAEEML01	8.562061e-05	0.0001182475
Halomonas	4.691947e-05	0.0001568242
CAKVOD01	2.220888e-05	0.0001812805
Virgibacillus	2.220749e-05	0.0001808816
JAILNW01	5.592611e-05	0.0001470123
UBA9971	7.171929e-05	0.0001311477
WRAH01	7.537223e-05	0.0001274
Dorea_B	8.360637e-05	0.0001190307
UBA12420	2.136465e-05	0.0001810552
UMGS1109	1.524881e-06	0.0002008549
CAG-841	0.000101525	0.0001001072
CAMWPM01	7.588383e-05	0.0001254243
Aphodomorpha	0.0001141453	8.704536e-05
Anaerovorax	5.520236e-05	0.0001459631
SIG565	6.980779e-05	0.000131325
JAEZNF01	3.491031e-06	0.0001975608
JADGPY01	5.77614e-05	0.0001430334
Aulosira	3.337676e-05	0.0001672768
JAHIVB01	5.711742e-05	0.0001431793
Peribacillus	3.812517e-05	0.0001620806
JACPPR01	4.511646e-05	0.0001541572
Thiomicrorhabdus	7.68763e-05	0.0001218494
Rhodohalobacter	1.551024e-05	0.000182738
RGIG8164	6.0166e-05	0.000137594
JBCFAY01	7.040006e-05	0.0001273556
Nonomuraea	2.527487e-05	0.00017245
CALWSW01	0.000100528	9.719435e-05
UMGS172	7.172418e-05	0.0001258091
UBA3941	1.396428e-05	0.0001835496
Tabaqchalia	5.24624e-05	0.0001448245
UMGS1124	1.37114e-05	0.0001830061
Bacilliculturomica	7.414582e-05	0.0001215398
JAEXZL01	7.868199e-05	0.0001169765
JAITOE01	2.421619e-05	0.0001709417
Spyradosoma	5.909833e-05	0.000135832
Zoogloea	9.279542e-05	0.0001014179
JAJXWJ01	9.244076e-05	0.0001017537
CAG-533	1.955122e-05	0.0001745028
CAAFZY01	0.0001154332	7.855345e-05
Moorella	6.584725e-05	0.0001267967
Curvibacter	9.317384e-05	9.895133e-05
CAMTHN01	4.175581e-05	0.0001502063
UBA7748	7.485839e-05	0.0001169172
JALCQR01	9.095709e-05	0.000100677
CAVALG01	5.858533e-05	0.0001330266
UBA1446	9.899753e-05	9.259735e-05
CAMUQR01	6.19212e-05	0.0001293639
HGW-1	8.393091e-05	0.0001067517
CALXOJ01	0.0001057378	8.482289e-05
CAKRVU01	9.732969e-05	9.305838e-05
UMGS1494	0.0001097045	8.048862e-05
JAAYMS01	6.526561e-06	0.0001833799
JAGMES01	0.0001363102	5.307754e-05
CAKNOI01	4.456277e-05	0.0001443323
CALWPT01	6.959574e-05	0.0001189577
Floccifex	9.664746e-05	9.155618e-05
RGIG2439	0.0001285107	5.943046e-05
G963665925	8.962581e-05	9.805752e-05
MSJ-26	3.264005e-06	0.0001843485
QAKL01	7.439168e-05	0.0001130896
Formimonas	9.376647e-05	9.248615e-05
Acididesulfobacillus	0.0001344684	5.136351e-05
Psychrobacillus	8.026535e-05	0.0001054716
CAG-417	4.296751e-05	0.0001424238
CADEFQ01	4.057057e-05	0.0001447055
CAG-433	6.325598e-05	0.0001207318
HGM11372	6.694618e-05	0.000116781
JAHHUH01	7.981348e-05	0.0001038291
RGIG1962	8.523531e-05	9.823738e-05
JAISGY01	4.779531e-05	0.0001353495
Palsa-187	8.759142e-07	0.0001821352
Gorillibacterium	0.0001407889	4.12661e-05
Adiutrix	8.590726e-05	9.600488e-05
QAKW01	8.572595e-05	9.617246e-05
CALUMT01	7.429573e-05	0.0001072868
JAEVLT01	8.020156e-05	0.0001013403
Clostridium_AA	5.490247e-05	0.0001266393
WQZK01	2.772916e-05	0.0001537497
Thermoclostridium_A	4.743607e-05	0.0001339203
Desulfocucumis	9.530538e-05	8.603512e-05
Saccharicenans	0.0001363419	4.478238e-05
Floricoccus	7.362832e-05	0.0001069699
Ga0077546	3.224426e-05	0.0001482642
SKHV01	7.73705e-05	0.0001030094
Weissella	8.754201e-05	9.218464e-05
UBA1753	0.0001276432	5.199291e-05
Clostridium_AU	5.191268e-05	0.0001271338
CANQRF01	0.0001050412	7.392444e-05
Xanthobacter	7.533947e-05	0.0001035795
Alkaliphilus_C	0.000132184	4.672669e-05
WRGC01	1.089293e-05	0.0001679668
Fundicoccus	3.48001e-06	0.0001753663
SIG673	9.641103e-05	8.218723e-05
BICA1-8	4.548358e-05	0.0001331035
Aphodomonas	0.0001047964	7.372873e-05
Galloscillospira_B	9.832618e-05	7.974857e-05
UBA3210	2.967839e-05	0.0001483315
Paenibacillus_T	0.0001006384	7.719522e-05
Mediannikoviicoccus	5.373338e-05	0.000123866
Ekhidna	0.0001496504	2.740752e-05
JAHZEH01	0.0001268359	4.992802e-05
JAILEN01	8.637476e-05	9.036234e-05
QEUY01	1.526969e-06	0.0001750791
UBA1201	5.021624e-05	0.0001257716
CADEEN01	8.91055e-05	8.684093e-05
Desulfofarcimen	9.665985e-05	7.788908e-05
Fen-1301	0.00013144	4.302373e-05
Halanaerobium	4.714184e-05	0.0001270814
ELB16-189	2.157313e-05	0.0001526178
RGIG7300	3.942097e-05	0.0001345327
Caldisalinibacter	0.0001268888	4.701304e-05
Clostridium_X	5.40107e-05	0.0001195669
Haliea	3.331452e-05	0.0001401725
UBA2897	0.00011002	6.339739e-05
JAGZEG01	8.808282e-05	8.520665e-05
UBA1248	3.816772e-05	0.0001350813
FEN-1257	2.678415e-05	0.000146313
RAAP-1	0.0001452504	2.783638e-05
UBA941	8.933356e-05	8.369515e-05
Actinocorallia	0	0.0001728843
JAEWAU01	3.698982e-05	0.0001357278
CAJLXD01	8.779209e-05	8.460913e-05
Egerieimonas	7.181675e-05	0.0001002342
SIG424	0.0001245289	4.712694e-05
Merdimmobilis	6.46158e-05	0.0001070392
Luteococcus	5.884778e-06	0.0001650213
SFLA01	0.0001012595	6.944262e-05
CANRMR01	2.818758e-05	0.0001423309
CAG-914	0.0001422567	2.81023e-05
Ferroacidibacillus	4.581832e-05	0.0001244538
HGM11368	4.719408e-05	0.0001228418
Gottschalkia_A	0.0001473049	2.262403e-05
Shuttleworthia	0.0001083847	6.139932e-05
UBA3830	0.0001004841	6.929517e-05
Cecembia	5.552527e-05	0.000114176
RGIG6639	2.698656e-05	0.0001421808
JAGKQJ01	2.284821e-05	0.0001462125
RUG521	5.215504e-05	0.0001167986
Syntrophobotulus	1.506317e-05	0.0001536923
Kitasatospora	3.463891e-05	0.0001341163
Darwinimomas	9.975207e-05	6.893275e-05
RUG14121	1.827106e-05	0.0001501883
Marnyiella	4.159451e-05	0.0001266529
Shouchella	7.563308e-05	9.252569e-05
UBA1762	6.717013e-05	0.0001009575
JAAYSI01	4.282213e-05	0.0001252676
RGIG2134	3.28991e-05	0.0001351076
Ruminococcus_F	4.848064e-05	0.0001195182
UBA1844	9.98059e-05	6.797976e-05
GCA-2749205	1.891535e-05	0.0001483086
JAJBWD01	5.575303e-05	0.0001113999
Paenibacillus_AC	6.990897e-05	9.718743e-05
UBA2913	9.382057e-05	7.28291e-05
CATZDY01	6.671142e-05	9.990373e-05
CAKTER01	0.0001164432	5.004069e-05
WRMW01	2.531648e-05	0.0001410406
Pradoshia	7.622829e-05	8.996342e-05
Spyradenecus	5.715523e-05	0.0001088142
UMGS621	6.803966e-05	9.782971e-05
UBA1200	6.451742e-05	0.000100762
Margalitia	5.454523e-05	0.0001106527
CAG-217	3.377972e-05	0.0001310892
WRLL01	0	0.0001635243
OFTM285	0	0.0001633635
Syntrophaceticus	0.0001091517	5.403535e-05
Planktothrix	3.587372e-05	0.0001270292
Vreelandella	0.0001365536	2.597821e-05
Paenibacillus_AE	4.147259e-05	0.0001207905
UMGS1933	4.082933e-05	0.000121347
PALSA-1081	8.153623e-05	8.06239e-05
Eubacterium_U	2.822848e-05	0.0001338545
Tolypothrix_B	0.0001126539	4.917889e-05
Burkholderia	7.90406e-05	8.276123e-05
PN-J185	8.328276e-05	7.828984e-05
CANQBR01	8.51616e-05	7.624455e-05
JAVBPF01	4.358147e-07	0.0001609026
Paenibacillus_D	7.303633e-05	8.822786e-05
JAAZZIT01	5.938864e-05	0.0001016069
JAEYOM01	5.642329e-05	0.0001044506
CAKPKF01	1.815048e-05	0.0001425746
Panacagrimonas	7.907174e-05	8.163591e-05
Ferirhizobium	6.196002e-05	9.868884e-05
QHZQ01	0.0001179245	4.249476e-05
Dyadobacter	1.655087e-05	0.0001438396
CAIUKX01	3.403794e-05	0.0001262983
Fundicoccus_A	3.831974e-05	0.0001218321
HGM11808	8.64429e-05	7.334244e-05
Agrobacterium	6.462512e-05	9.484092e-05
UBA937	0.0001455568	1.363327e-05
MVZN01	9.847184e-05	6.055125e-05
JAIRPE01	9.37313e-06	0.0001492532
RGIG8775	6.640719e-05	9.211809e-05
MGBC118957	9.611905e-06	0.000148865
CAIKZJ01	8.135125e-05	7.701887e-05
JAAYPI01	2.40128e-05	0.000133829
Diaphorobacter_A	7.511999e-05	8.271345e-05
JAUYKR01	7.344665e-05	8.424968e-05
Rothia	5.005478e-06	0.0001522543
JAIRNK01	6.259239e-05	9.464314e-05
DASSWG01	0	0.0001572322
Limousia	0.000118899	3.816178e-05
Phyllobacterium	5.968665e-05	9.727982e-05
JAGWUV01	5.579459e-05	0.000101035
Victivallis	1.111362e-05	0.0001456671
CAKSSR01	3.174612e-05	0.0001249626
RGIG5495	3.378849e-05	0.0001227053
CATZCM01	5.187408e-05	0.0001045272
UBA944	6.253026e-05	9.372135e-05
Gilvimarinus	7.055492e-05	8.563158e-05
Geosporobacter	9.628929e-05	5.983658e-05
UBA8401	6.82302e-05	8.785672e-05
Desulforhopalus	9.666976e-05	5.932394e-05
Phormidesmis	9.341732e-05	6.251204e-05
SIG280	3.701656e-05	0.0001188655
DUPQ01	4.703824e-05	0.0001081715
Actinomyces	4.985036e-05	0.0001048415
JAHZGC01	7.731322e-05	7.729049e-05
CALBJC01	8.491481e-05	6.961644e-05
Niastella	9.28327e-05	6.129919e-05
JAAYHS01	7.566521e-05	7.843251e-05
CAG-345	1.483837e-05	0.0001392385
Frigididesulfovibrio_A	6.868458e-05	8.522238e-05
Savagea	1.847789e-05	0.000135097
Anaeropeptidivorans	5.54171e-05	9.808411e-05
UBA4068	4.254072e-05	0.0001107187
JAAUTN01	8.295282e-05	6.994311e-05
WRHU01	6.748674e-06	0.0001461155
UBA8389	8.888154e-05	6.396233e-05
JAJXRJ01	3.748944e-05	0.0001153258
DUOG01	3.327205e-05	0.0001194397
JAAYAR01	8.982142e-05	6.263595e-05
Oryzomonas	5.495926e-05	9.749754e-05
Gracilibacter	9.790728e-05	5.440238e-05
CAIQDX01	5.46742e-05	9.747448e-05
JBEGSW01	7.92236e-05	7.2849e-05
SIG459	9.141155e-05	6.051847e-05
F0428	0.0001239638	2.785809e-05
Thermincola	0.0001139751	3.74118e-05
QAMX01	8.531988e-05	6.583987e-05
Kallipyga	0.000106382	4.441294e-05
PHAA01	8.811876e-05	6.259057e-05
Erwinia	6.58167e-05	8.465862e-05
Fen-1258	7.677868e-05	7.340413e-05
JAKSSE01	9.82809e-05	5.129348e-05
Alkaliphilus	6.645842e-05	8.277416e-05
Microlunatus_A	8.512968e-06	0.0001406685
UBA1757	7.474639e-05	7.440981e-05
Acidiphilium	7.424795e-05	7.484511e-05
CALEWY01	1.544289e-05	0.0001335971
JAGOCT01	3.526649e-05	0.0001132078
JBAIYS01	0.0001122068	3.622745e-05
Proteiniclasticum	4.661991e-05	0.0001015209
RGIG6105	5.060377e-05	9.751361e-05
Glomeribacter	7.694224e-05	7.106359e-05
UBA4839	6.760085e-06	0.0001411075
Peptoniphilus_E	3.79352e-05	0.0001099274
RGIG3641	9.310095e-05	5.469543e-05
Marivirga	0.0001139962	3.367504e-05
Heliomicrobium	0.0001171935	3.046691e-05
Ga6A1	6.131906e-05	8.612145e-05
JBGSUZ01	5.638637e-05	9.093094e-05
JAQVXR01	9.873581e-05	4.797819e-05
Streptobacillus	0.0001389759	7.671331e-06
CTSoil-072	1.641199e-05	0.0001300447
RGIG989	0.0001041994	4.217132e-05
CALUXS01	2.354476e-05	0.000122808
Shinella	2.152309e-05	0.0001247285
Lacticaseibacillus	4.163425e-05	0.0001046066
JACRCG01	2.18037e-05	0.0001242748
JAGPIS01	9.380344e-05	5.226009e-05
UMGS755	5.125496e-05	9.431551e-05
Thiomonas_A	6.992689e-05	7.548735e-05
G963678505	8.181004e-05	6.324147e-05
Melghirimyces	5.502502e-05	8.996284e-05
Geminisphaera	0.0001448686	0
RGIG1995	8.698476e-05	5.763574e-05
Metaruminococcus	5.727298e-05	8.696743e-05
Ancylobacter	6.762757e-05	7.654524e-05
Neisseria	5.337201e-05	9.039489e-05
SM3-B62	5.430563e-05	8.931495e-05
CANPYS01	9.05027e-05	5.308115e-05
PSRF01	0.0001274913	1.605121e-05
Pectinatus	4.234299e-05	0.0001011815
CAUBKG01	1.307473e-05	0.000130269
CAG-628	3.466819e-05	0.0001086573
RQCD01	3.201742e-05	0.0001111786
Thermosulfurimonas_A	5.246097e-05	9.04675e-05
Vagococcus_B	5.952289e-05	8.334422e-05
JANYHK01	6.642405e-05	7.638622e-05
UBA8950	1.270065e-05	0.0001300975
CAUVMU01	7.219852e-05	7.052834e-05
Haloplasma	7.626324e-05	6.6311e-05
Enterobacter	6.414252e-05	7.8412e-05
Paenibacillus_AA	0	0.0001425515
RGIG1899	3.091334e-05	0.0001113438
CAMCDL01	7.525587e-05	6.69139e-05
JALELM01	7.252781e-05	6.944193e-05
UBA4132	3.24819e-05	0.0001093772
RUG14515	6.475564e-05	7.710158e-05
CAJBVG01	5.316741e-05	8.846851e-05
Rhodoferax_C	7.232816e-05	6.929956e-05
UBA7707	7.168939e-05	6.966637e-05
UBA1174	6.251567e-05	7.868136e-05
Metabacillus_C	1.716129e-05	0.0001238942
RZYP01	0.0001380555	2.86316e-06
S5-A14a	5.758797e-05	8.324334e-05
UBA1212	7.498258e-05	6.58048e-05
JAFGJC01	4.019712e-05	0.0001003868
JAKJGY01	4.993959e-05	8.99966e-05
Cupidesulfovibrio	7.471436e-05	6.518129e-05
DAMCZI01	3.360932e-05	0.0001059092
GCA-2746365	7.991171e-05	5.92337e-05
JAISUG01	0.0001111913	2.795023e-05
Dethiosulfatarculus	4.79942e-05	9.109347e-05
PNKL01	0.0001345632	4.173256e-06
UBA4717	5.563033e-05	8.310463e-05
Sulfurifustis	7.033919e-05	6.801686e-05
Trinickia	6.769631e-05	7.063363e-05
Mt11	7.760413e-05	6.064201e-05
CALYAO01	7.326801e-05	6.497159e-05
SIG693	7.255679e-05	6.518913e-05
CALXGT01	8.374986e-05	5.393924e-05
Pelorhabdus	1.987647e-05	0.0001176989
Cellulophaga	7.346551e-05	6.407053e-05
JAAUYQ01	5.582119e-05	8.168366e-05
UBA1020	1.718923e-05	0.0001202468
UBA8529	2.945416e-05	0.0001078998
DUPM01	0.00010086	3.638037e-05
CALVJO01	1.087973e-05	0.0001263395
Thermodesulfovibrio	7.150065e-05	6.555394e-05
Faecaligallichristensenella	4.828931e-05	8.870929e-05
GWF2-39-127	4.20891e-05	9.483801e-05
SIG371	5.77627e-05	7.913709e-05
RUG14239	7.168579e-05	6.519861e-05
DASQYE01	3.334972e-05	0.0001035016
JAAYUD01	3.681559e-05	9.999677e-05
Onthovicinus	7.835436e-05	5.840012e-05
JBBTVD01	1.044765e-05	0.0001257034
Succinimonas	7.75563e-05	5.855642e-05
JAXGRD01	4.551707e-05	9.039171e-05
Clostridium_AF	8.627388e-05	4.95222e-05
Endomicrobium	8.238662e-05	5.306005e-05
JAQTWB01	7.20789e-05	6.319596e-05
BuS5	2.991668e-05	0.0001049241
RGIG7931	6.148377e-05	7.32374e-05
Megamonas	5.972537e-05	7.473278e-05
JAQXZB01	3.462568e-05	9.968819e-05
Hydrococcus	3.878249e-05	9.549654e-05
JAKSBP01	2.222678e-05	0.0001118568
RGIG3091	2.768075e-05	0.0001063864
JAEDDG01	5.195677e-05	8.192277e-05
Gilliamella	4.994585e-05	8.387109e-05
Sulfuricurvum	1.528268e-05	0.0001183332
Castellaniella	6.88047e-05	6.467818e-05
Clostridium_AG	5.848091e-05	7.493715e-05
JAEZWR01	4.096743e-05	9.225058e-05
