ID	LPD	FN
CAINCQ01	0	1.209843e-05
JAFGLY01	4.235441e-06	7.859241e-06
JACZKF01	4.139987e-06	7.933317e-06
RGIG1840	1.205029e-05	0
HO2-FULL-47-45	5.998315e-06	6.034341e-06
Stercoripulliclostridium	1.202427e-05	0
CAG-917	7.520303e-06	4.445718e-06
JAAYCX01	6.936241e-07	1.126564e-05
Serratia_A	0	1.19182e-05
GCA-2737665	3.252864e-06	8.652255e-06
Helicobacter_E	8.589823e-06	3.283983e-06
Deferribacter	0	1.184569e-05
Scalindua	1.090605e-05	8.977141e-07
JAKAJP01	4.253589e-06	7.500567e-06
RECQ01	1.034459e-05	1.370858e-06
GWE2-41-16	1.170283e-05	0
Natroniella	1.114382e-05	5.225835e-07
Spiro-10	2.29372e-06	9.356299e-06
JAKSSM01	8.495511e-06	3.101581e-06
Eisenibacter	2.008271e-06	9.549046e-06
Bartonella	6.687694e-06	4.804543e-06
JAMCWG01	0	1.149078e-05
WVWV01	8.884602e-06	2.596332e-06
UMGS1490	3.659509e-06	7.734112e-06
RGIG3438	9.48204e-06	1.866729e-06
CFX2	1.134139e-05	0
GWF2-38-69	1.056857e-05	6.894793e-07
CAKQDS01	9.780526e-06	1.440773e-06
BACL14	8.34245e-06	2.848216e-06
DUOH01	2.662971e-06	8.518525e-06
SM1-B181	7.416923e-06	3.731191e-06
Thiovulum	2.030962e-06	9.113945e-06
Pseudozobellia	6.323879e-06	4.820546e-06
NORP154	6.006701e-06	5.135936e-06
JACCYU01	0	1.108832e-05
JACPHP01	0	1.106845e-05
Parashewanella	1.102936e-05	0
UBA1829	5.010562e-06	6.016653e-06
WRLJ01	3.717094e-06	7.296377e-06
JAHEBN01	1.232367e-06	9.780715e-06
UBA11883	4.570485e-06	6.435417e-06
BS750m-G10	1.098799e-05	0
Zrk29	1.092074e-05	0
Lelliottia	0	1.091288e-05
QHBO01	1.7931e-06	9.117696e-06
Aeromicrobium	7.406385e-06	3.501693e-06
Ulvibacter	0	1.090172e-05
UBA4877	0	1.088933e-05
Lawsonella	1.08827e-05	0
UBA4466	5.797479e-06	5.072908e-06
Edaphocola	1.079377e-05	0
Ammoniphilus_A	4.038264e-06	6.753072e-06
JAGLOK01	3.469778e-06	7.318261e-06
JAFGTX01	5.818499e-06	4.96479e-06
DUOJ01	8.691038e-06	2.063537e-06
4484-190-2	1.072264e-05	0
Sediminicola_A	6.457143e-06	4.183384e-06
UBA9910	8.033314e-06	2.565059e-06
Hoeflea	6.391093e-06	4.202237e-06
Thermodesulfobacterium	6.796416e-06	3.777256e-06
Tamaricihabitans	5.468615e-06	5.082044e-06
Bog-756	5.958513e-06	4.585335e-06
Bog-752	4.986006e-06	5.52316e-06
DYFA01	1.043277e-05	0
GCA-022846635	0	1.039738e-05
CAIUEN01	1.336141e-06	9.042688e-06
Kyrpidia	4.609325e-06	5.768978e-06
UBA9145	1.037123e-05	0
SLST01	8.402293e-06	1.965069e-06
Clavibacter	0	1.035097e-05
CALUVH01	4.462859e-06	5.878244e-06
JADFZM01	6.219591e-06	4.114162e-06
Tharpella	1.029883e-05	0
BS524	0	1.024178e-05
RPRC01	0	1.022494e-05
UBA10103	5.903515e-06	4.276701e-06
CAIKBD01	0	1.0158e-05
Breznakibacter	0	1.01314e-05
Anaerobranca	7.926929e-06	2.175261e-06
Peptoniphilus	8.7428e-06	1.352919e-06
Thiocapsa	0	1.008471e-05
JAJYNT01	9.940501e-06	0
JACPAN01	8.56135e-06	1.337095e-06
Prolixibacter	0	9.872095e-06
UBA6663	8.540951e-06	1.308304e-06
JACABE01	9.812649e-06	0
Kordiimonas	7.158879e-06	2.652157e-06
Methylophaga	7.708484e-06	2.089225e-06
JAKVCE01	0	9.770143e-06
SURF-28	9.769956e-06	0
UBA1430	9.764185e-06	0
JACKPA01	9.753415e-06	0
UBA3910	0	9.741582e-06
Sphaerospermopsis	9.735275e-06	0
QQUK01	9.704459e-06	0
WRCA01	0	9.685958e-06
JALHET01	0	9.682735e-06
UBA1265	9.682498e-06	0
CAIQJJ01	9.682393e-06	0
JAGGZS01	9.013403e-06	6.554487e-07
Lihuaxuella	9.660339e-06	0
Avitreponema	0	9.656964e-06
RGIG7150	0	9.631339e-06
Kocuria	0	9.607944e-06
JAAYUB01	7.773057e-06	1.795402e-06
Halomonas	2.899318e-06	6.664669e-06
JAJZCD01	0	9.550771e-06
MGBC105563	7.490542e-06	2.054426e-06
UBA1366	7.490542e-06	2.054426e-06
Cystobacter	3.25469e-06	6.270544e-06
Cesiribacter	0	9.517128e-06
JAAYKS01	7.887639e-06	1.608848e-06
REDSEA-S09-B13	9.489709e-06	0
UBA987	4.903042e-06	4.584072e-06
RGIG6178	9.479109e-06	0
Cyanomargarita	8.487013e-06	9.861297e-07
Burkholderia	9.452575e-06	0
CAKOQQ01	9.419154e-06	0
MS024-2A	4.844182e-06	4.547176e-06
Halothermothrix	0	9.360935e-06
Dissulfurispira	0	9.301862e-06
Rs1	9.26011e-06	0
Amphibacillus	8.400631e-06	8.242486e-07
CABMKH01	6.999215e-06	2.16966e-06
Allofustis	7.323145e-06	1.825434e-06
RAAP-2	6.074693e-06	3.045731e-06
JAGUXE01	1.585487e-06	7.500059e-06
Limnochorda	9.011468e-06	0
Breoghania	2.32065e-06	6.674019e-06
SDRW01	0	8.991885e-06
SM23-31	5.742734e-06	3.242721e-06
Xanthomonas	7.928086e-06	1.056558e-06
Chromatium	0	8.978605e-06
JAKASG01	2.552886e-06	6.412897e-06
JAEYQM01	8.950307e-06	0
CADCWN01	8.942949e-06	0
Edwardsiella	0	8.871244e-06
Paraflavitalea	6.021709e-06	2.825272e-06
JALHUB01	3.572589e-06	5.227918e-06
JAIVJE01	3.24286e-06	5.507016e-06
Acetonema	0	8.749473e-06
CAJBEZ01	1.244797e-06	7.493217e-06
JAHEMB01	1.894546e-06	6.824866e-06
GWE2-51-13	8.71789e-06	0
JAKACY01	4.977817e-06	3.722458e-06
SIG42	8.695219e-06	0
54-19	5.692118e-06	2.93699e-06
JABGRG01	8.521512e-06	0
JAAYHX01	1.344812e-06	7.137009e-06
JAADID01	5.922726e-06	2.5582e-06
Mobiluncus	8.476584e-06	0
WRBB01	6.92174e-06	1.546444e-06
UBA9845	3.058666e-06	5.406716e-06
UBA5287	6.347844e-06	2.086917e-06
UBA3753	6.580268e-06	1.8069e-06
JACRIK01	8.368425e-06	0
Denitrovibrio	5.196133e-06	3.127747e-06
UBA8517	8.304112e-06	0
Enterobacter_B	0	8.298452e-06
RGIG5631	6.735045e-06	1.543443e-06
JACKFA01	8.272401e-06	0
JAAYSV01	8.268502e-06	0
JAEWZT01	1.98334e-06	6.267674e-06
JACQXD01	2.256562e-06	5.966273e-06
UBA9848	1.923657e-06	6.273359e-06
Enterococcus_H	0	8.165467e-06
UBA2289	4.420651e-06	3.703385e-06
13-2-20CM-66-19	2.293829e-06	5.806438e-06
UBA2632	5.255017e-06	2.833366e-06
GWB1-36-13	8.085468e-06	0
Elainella	3.925794e-06	4.156838e-06
Halomicronema	8.081726e-06	0
JACQGJ01	2.536537e-06	5.525168e-06
Pseudomonas_F	8.052489e-06	0
Pseudocolwellia	0	8.033627e-06
Sphaerobacter	7.991341e-06	0
UBA3900	7.969498e-06	0
UBA12445	7.960245e-06	0
JABEUX01	0	7.953987e-06
C7867-002	0	7.933229e-06
Alkalimarinus	7.930032e-06	0
JABAAY01	5.831726e-06	2.072405e-06
Humidesulfovibrio	5.379321e-06	2.518548e-06
Ch128b	0	7.865891e-06
Kineosporia	0	7.86392e-06
JACCZL01	7.213141e-06	6.487634e-07
SG8-4	7.857856e-06	0
UBA6092	7.820311e-06	0
JABMRZ01	0	7.807177e-06
JABEUT01	7.804148e-06	0
JAENYD01	0	7.784554e-06
JAFGTF01	5.174159e-06	2.560125e-06
Bin80	6.589374e-06	1.136901e-06
JAAXUA01	3.467218e-06	4.244549e-06
Chloroflexus	9.29767e-07	6.725542e-06
JAAZLW01	4.503682e-06	3.146029e-06
Microaerobacter	6.328297e-06	1.285671e-06
Xianfuyuplasma	7.607079e-06	0
UBA1309	6.328142e-06	1.27064e-06
Mawsoniella	5.466079e-06	2.128706e-06
Hafnia	7.724079e-07	6.814931e-06
Caulobacter	0	7.582789e-06
JALNVG01	3.675278e-06	3.902368e-06
CALVNN01	7.561138e-06	0
UMGS1611	5.747325e-06	1.79115e-06
JADGAN01	7.481155e-06	0
Humimicrobium	5.517564e-06	1.94629e-06
UBA7405	0	7.44489e-06
Yokenella	0	7.44489e-06
Meiothermus	2.179133e-06	5.249988e-06
SKGN01	5.644123e-06	1.775023e-06
Scytonematopsis	7.394226e-06	0
JAFGKB01	6.13662e-06	1.255509e-06
JACQTX01	2.85247e-06	4.530506e-06
Spirochaeta_F	5.234438e-06	2.137251e-06
WRDG01	4.34766e-06	3.0134e-06
RUG14186	7.358517e-06	0
JAKJGF01	0	7.316873e-06
Methylobacter_A	0	7.309495e-06
JAFGGE01	0	7.282776e-06
Roseococcus	0	7.269951e-06
JAFDMD01	1.133352e-06	6.127031e-06
CALVMC01	6.252296e-06	9.904575e-07
Desulfolinea	0	7.235132e-06
QHMH01	7.223031e-06	0
G020348305	1.32123e-06	5.864492e-06
JGIOTU-2	7.180895e-06	0
JAAYAB01	0	7.166834e-06
Parapedobacter	1.322227e-06	5.844014e-06
CSBR16-49	4.465031e-06	2.687657e-06
BuS5	3.365809e-06	3.734947e-06
Citrobacter_C	2.538676e-06	4.530021e-06
JAHEBB01	7.068133e-06	0
JAGQKQ01	7.060334e-06	0
WRAF01	5.721502e-06	1.324441e-06
JAEUHH01	7.006681e-06	0
JAAYRG01	6.326481e-06	6.603456e-07
JABMRT01	0	6.978352e-06
Trichlorobacter	5.118844e-06	1.856572e-06
Dickeya	3.088869e-06	3.874394e-06
Saccharicrinis	6.031851e-06	8.94666e-07
SURF-57	3.349875e-06	3.573962e-06
Oceanospirillum	6.918517e-06	0
Glutamicibacter	1.787807e-06	5.108055e-06
Acetobacteroides	0	6.893886e-06
Jettenia	5.568078e-06	1.320691e-06
UBA1096	6.881987e-06	0
Orrella	5.322906e-06	1.551584e-06
Sporosalibacterium	6.016657e-06	8.468567e-07
GCA-2717625	1.731263e-06	5.129388e-06
CALXOJ01	5.145989e-06	1.71032e-06
S139-112	6.841358e-06	0
SCGC-AAA160-P02	0	6.821979e-06
TOLSYN	4.294899e-06	2.49302e-06
Tepiditoga	3.588254e-06	3.188545e-06
CAIVHJ01	0	6.739885e-06
Trabulsiella	0	6.709909e-06
CAJOGH01	5.611397e-06	1.097381e-06
UBA10511	6.02576e-06	6.723694e-07
JAKAKS01	6.676979e-06	0
DTU029	5.019707e-06	1.655798e-06
DSQQ01	5.684772e-06	9.831599e-07
GCA-2707185	4.022543e-06	2.628054e-06
Ornithinimicrobium	6.641927e-06	0
Hyphomicrobium_C	1.148723e-06	5.444042e-06
JAAYJS01	0	6.584983e-06
SKXZ01	0	6.488669e-06
SYKU01	0	6.476288e-06
J31TS4	5.288932e-06	1.155605e-06
RGIG3141	6.285274e-06	1.473235e-07
JAJZQI01	0	6.431229e-06
UBA7706	6.429148e-06	0
VGJU01	3.980123e-06	2.436215e-06
Pontiella	2.921628e-06	3.480501e-06
Bacillus_Z	6.377132e-06	0
Geomobilimonas	3.226821e-06	3.127631e-06
Acidaminobacter	6.34381e-06	0
UBA1219	0	6.32815e-06
Amphibacillus_B	6.323901e-06	0
Curtobacterium	4.511326e-06	1.803875e-06
JAGVGX01	6.243334e-06	0
UBA961	0	6.21911e-06
DTU065	9.066867e-07	5.293094e-06
Stanieria	0	6.191948e-06
PWUC01	4.684058e-06	1.5067e-06
Mariprofundus	5.172505e-06	1.00555e-06
JAGLOZ01	0	6.15631e-06
JACCXM01	6.092366e-06	0
Nonomuraea	3.956698e-06	2.133369e-06
UBA8231	1.027809e-06	5.061473e-06
Sediminitomix	0	6.04191e-06
B130-G9	4.67935e-06	1.350614e-06
RUG14846	6.02822e-06	0
JAIFLP01	1.762969e-06	4.247051e-06
IB182353	2.282137e-06	3.706793e-06
Angelobacter	2.272429e-06	3.685375e-06
Roseibium	0	5.911175e-06
Puia	0	5.900421e-06
Salimicrobium	5.893269e-06	0
Caenibacillus	3.996154e-06	1.885648e-06
PWVB01	0	5.849548e-06
Gp13-AA77	4.394276e-06	1.453385e-06
JAGMES01	2.394978e-06	3.401264e-06
GW928-bin9	3.607678e-06	2.171681e-06
Thermoflavimicrobium	4.128338e-06	1.642657e-06
Thiothrix	0	5.756691e-06
QXHL01	4.546947e-06	1.208905e-06
B1Sed10-166	4.996335e-06	7.469841e-07
JAAYEA01	5.724293e-06	0
Zhaonella	5.714229e-06	0
RUG11942	2.74478e-06	2.950162e-06
JAIVFW01	5.691986e-06	0
JABMQX01	5.684112e-06	0
JAFTCA01	2.677696e-06	3.00242e-06
Klenkia	0	5.659712e-06
WMHbin7	0	5.6407e-06
JAAYMS01	3.210801e-06	2.403111e-06
Aliicoccus	3.833888e-06	1.772809e-06
Entotheonella	4.003807e-06	1.591804e-06
Promineofilum	5.580091e-06	0
Gallibacteroides	2.68965e-06	2.888181e-06
SR-FBR-E99	0	5.530192e-06
UBA2664	0	5.495034e-06
Pluralibacter	0	5.424125e-06
JABLXB01	3.794647e-06	1.625585e-06
JAMPCJ01	0	5.413009e-06
JAKJBL01	1.536946e-06	3.860816e-06
RGIG3315	3.850395e-06	1.535647e-06
JAAELY01	1.715321e-06	3.613801e-06
XYD2-FULL-41-16	5.313536e-06	0
JAHJTV01	5.310323e-06	0
Ignatzschineria	5.310051e-06	0
GCA-2705995	5.284436e-06	0
SMBSF39	1.356439e-06	3.875339e-06
Desulfogranum	5.221652e-06	0
CALXUD01	1.34356e-06	3.865243e-06
Dolosicoccus	0	5.18364e-06
JABHKC01	0	5.15387e-06
Ilyobacter_A	5.14727e-06	0
Propylenella	0	5.147028e-06
Pistricoccus	5.127856e-06	0
JAEXTK01	0	5.127619e-06
SKVR01	0	5.109031e-06
Gp1-AA124	5.105772e-06	0
UBA4416	0	5.092833e-06
WO2-35-19	1.220533e-06	3.857038e-06
Elarobacter	2.573007e-06	2.450484e-06
UBA5182	0	4.998541e-06
UBA660	2.64246e-06	2.345797e-06
LEGE-XX443	4.071231e-06	9.12549e-07
NORP36	0	4.952235e-06
JAHEYG01	3.483112e-06	1.427393e-06
Rhabdochlamydia	1.580102e-06	3.328904e-06
Pectobacterium	0	4.891859e-06
Jejubacter	0	4.867808e-06
UBA12026	0	4.800171e-06
WRGF01	4.7816e-06	0
Glaesserella	0	4.760496e-06
Rippkaea	2.538676e-06	2.218785e-06
Edaphovirga	0	4.746119e-06
GWF2-38-335	1.476667e-06	3.262904e-06
JABDAW01	4.127959e-06	6.012916e-07
UMGS1487	0	4.728775e-06
JAEZHW01	0	4.671116e-06
JABFXX01	4.278185e-06	3.899803e-07
Thermolongibacillus	4.602876e-06	0
JAFGMB01	3.777805e-06	7.958888e-07
DSVR01	4.567739e-06	0
Fundidesulfovibrio	2.986701e-06	1.573061e-06
UBA3839	4.556657e-06	0
JAGHDS01	0	4.486945e-06
UBA5619	2.063967e-06	2.376205e-06
GCA-2786225	4.430002e-06	0
Prochlorococcus_A	3.00535e-06	1.416696e-06
UBA7332	4.405636e-06	0
Acetocimmeria	9.302317e-07	3.465441e-06
Thermogemmatispora	8.509706e-07	3.531593e-06
Aliarcobacter	0	4.359172e-06
AG-363-K07	3.644502e-06	6.98237e-07
JAHISK01	0	4.330069e-06
JAAYXU01	3.674827e-06	6.203967e-07
SIG381	0	4.266739e-06
WRIE01	2.188522e-06	2.02682e-06
UBA8522	0	4.211367e-06
JAFGIN01	4.172146e-06	0
JADJSS01	4.149311e-06	0
UBA2598	0	4.135372e-06
Achromobacter	2.448959e-06	1.671307e-06
RGIG5709	0	4.114162e-06
WNDY01	0	4.112599e-06
Dyella_B	4.091186e-06	0
JAFAFL01	1.167611e-06	2.877381e-06
JAKLDH01	2.623249e-06	1.394904e-06
Abyssicoccus	1.605414e-06	2.403111e-06
UBA11579	2.121401e-06	1.883237e-06
Ozemobacter	3.411993e-06	5.778154e-07
CACZRW01	0	3.976925e-06
JAKACX01	0	3.955104e-06
Chitinispirillum	0	3.942081e-06
Ferrovum	0	3.934185e-06
PHAD01	2.285177e-06	1.633648e-06
JAAYUD01	3.910705e-06	0
RGIG9096	3.905663e-06	0
JAAZNL01	1.606761e-06	2.295385e-06
DULV01	0	3.89258e-06
Haploplasma	3.017599e-06	8.626438e-07
JAEZUZ01	3.274364e-06	6.029277e-07
Arenimonas	3.82684e-06	0
JAKALU01	3.825859e-06	0
JAIMBG01	0	3.820314e-06
RGIG5681	0	3.796395e-06
2-12-FULL-50-11	3.789093e-06	0
DSBG01	3.789093e-06	0
SXIZ01	2.963647e-06	8.168368e-07
Devosia_A	0	3.777847e-06
UBA8202	2.835312e-06	9.296466e-07
RI-153	3.474212e-06	2.396181e-07
JAMCRR01	3.350791e-06	3.499614e-07
MB2-83	3.676143e-06	0
WRGA01	0	3.671415e-06
CACZYB01	0	3.667401e-06
WGAB01	0	3.663309e-06
GCA-002401295	0	3.657325e-06
UBA12170	2.26497e-06	1.36343e-06
MSJ-34	0	3.613801e-06
UBA965	3.609574e-06	0
Scatoplasma	7.212192e-07	2.82035e-06
RBG-16-43-11	3.532648e-06	0
CALURL01	3.525963e-06	0
Solimonas_A	3.502806e-06	0
GCA-002841655	3.485195e-06	0
JAAYDC01	3.014271e-06	4.690822e-07
Rickettsia	3.481101e-06	0
Desulfovirgula	1.670196e-06	1.759361e-06
RBG-13-40-8-A	2.669222e-06	7.53363e-07
Candidimonas	1.968899e-06	1.450174e-06
UBA2779	3.408928e-06	0
CAJYHH01	3.40003e-06	0
DTZQ01	2.599963e-06	7.988293e-07
JAFDHF01	2.013901e-06	1.328612e-06
BIFV01	3.340392e-06	0
PALSA-1003	1.74933e-06	1.519719e-06
RECG01	0	3.26123e-06
Paenibacillus_AA	0	3.238144e-06
CAIXIX01	3.218366e-06	0
Phytohabitans	1.321109e-06	1.888911e-06
JAJRSM01	3.204684e-06	0
UBA9160	2.628521e-06	5.74803e-07
JAEWLZ01	2.640029e-06	5.385499e-07
JACWAF01	3.173365e-06	0
Faecalibacter	0	3.169675e-06
DUPM01	3.137912e-06	0
JAGUVT01	3.131528e-06	0
JANLFO01	1.214681e-06	1.907282e-06
DUNI01	1.7931e-06	1.320691e-06
SCPY01	0	3.110439e-06
JAJZNL01	0	3.109555e-06
JAGLLA01	0	3.10862e-06
JACRCC01	3.085496e-06	0
UBA6118	3.073893e-06	0
HGM05190	0	3.039413e-06
SZUA-140	0	3.026742e-06
JAJRTS01	3.012393e-06	0
QEUY01	0	2.998356e-06
VFZK01	2.986701e-06	0
JAGLCW01	2.958724e-06	0
UBA956	2.356601e-06	5.994678e-07
SNAP01	1.29287e-06	1.629558e-06
Anaerotalea	0	2.888489e-06
UBA4179	0	2.88152e-06
M30B73	0	2.875506e-06
JAFGAL01	0	2.852211e-06
Entomoplasma	2.820766e-06	0
NBLH01	1.824842e-06	9.619495e-07
Avisuccinivibrio	0	2.764204e-06
UBA12135	0	2.756361e-06
Pseudactinotalea	1.508437e-06	1.205855e-06
PWOA01	2.713881e-06	0
Bartonella_A	0	2.712075e-06
UBA4427	2.700736e-06	0
Tokpelaia_A	2.68965e-06	0
UBA9775	2.676093e-06	0
Paraglaciecola	2.632135e-06	0
JAMLGR01	0	2.602252e-06
JAEUUM01	2.596907e-06	0
UBA912	0	2.579965e-06
Photobacterium	2.569954e-06	0
QEVD01	2.538676e-06	0
JAFGWU01	2.536537e-06	0
Rivularia	1.15923e-06	1.373448e-06
PUPC01	2.488922e-06	0
Thermomonospora	0	2.484046e-06
JAAYHZ01	0	2.431111e-06
CAJYBN01	0	2.41781e-06
RUG024	2.409915e-06	0
JAJTDS01	2.394978e-06	0
Lenti-02	2.394978e-06	0
Romboutsia_B	0	2.387693e-06
UBA3222	2.378204e-06	0
CAKQTH01	5.903958e-07	1.766006e-06
SKPH01	0	2.35614e-06
PWPN01	2.282985e-06	0
Hartmannibacter	2.27344e-06	0
QWHN01	2.266678e-06	0
UBA3071	2.264762e-06	0
JAFGFE01	2.248062e-06	0
Yoonia	2.2397e-06	0
Cecembia	1.176727e-06	1.044612e-06
Kuenenia	5.694434e-07	1.610552e-06
Actinokineospora	2.167979e-06	0
JAEWVL01	2.163041e-06	0
CAMBDS01	2.16202e-06	0
UBA9410	0	2.157317e-06
Actinobacillus_B	2.151434e-06	0
Chryseosolibacter	8.185846e-07	1.32962e-06
2-12-FULL-68-20	0	2.122379e-06
Succinimonas	2.121893e-06	0
Actinophytocola	2.093206e-06	0
SDRK01	0	2.057094e-06
JAHFGV01	2.026015e-06	0
Citreicoccus	2.014836e-06	0
Halanaerobacter	2.014836e-06	0
JAGORO01	1.997266e-06	0
JAFGSC01	0	1.945372e-06
CAIJYI01	1.017705e-06	9.034633e-07
RGIG3456	0	1.869442e-06
MWEM01	1.866691e-06	0
WRAY01	0	1.861216e-06
CAKVLG01	1.837814e-06	0
UBA7542	1.824842e-06	0
JAEWUC01	1.814708e-06	0
JAAXWY01	1.792724e-06	0
UBA4417	1.787807e-06	0
JAAUPU01	0	1.774244e-06
Agrobacterium	1.692459e-06	0
Palsa-295	1.692459e-06	0
Sorangium	1.68125e-06	0
Afifella	0	1.643668e-06
WRBX01	0	1.619085e-06
UBA4823	1.618514e-06	0
Fimbriimonas	1.585487e-06	0
UBA9655	1.57998e-06	0
DULZ01	0	1.550654e-06
JAAYFO01	1.521416e-06	0
Bacillus_J	0	1.519431e-06
MES10	0	1.479182e-06
JAFGUD01	0	1.450702e-06
Persephonella	1.442438e-06	0
Bu33	1.426235e-06	0
G020350085	1.426235e-06	0
SKFT01	1.369277e-06	0
JAHJSM01	9.360006e-07	4.09379e-07
Peptoclostridium	0	1.343815e-06
JAEYGI01	0	1.33661e-06
Planktophila	0	1.330612e-06
CAMAPQ01	1.329145e-06	0
Gp6-AA45	0	1.323865e-06
UBA5388	0	1.318359e-06
Parasedimentitalea	0	1.317355e-06
JAGOOP01	1.308598e-06	0
Roseinatronobacter	0	1.250583e-06
JAJZPA01	0	1.248979e-06
Avisuccinivibrio_A	0	1.206217e-06
JAHIVB01	0	1.192897e-06
JAFDKD01	0	1.167784e-06
RZYO01	0	1.166157e-06
DUUI01	1.083594e-06	0
WQYN01	1.066666e-06	0
RUG11890	1.064453e-06	0
Candidimonas_A	0	1.057003e-06
Anaerophaga	0	1.054275e-06
NP-4	0	1.030317e-06
VGZR01	1.007418e-06	0
UBA5301	0	9.905185e-07
40CM-3-62-11	0	9.855334e-07
RGIG9608	0	9.482992e-07
CAIJMQ01	9.367787e-07	0
Bin90	8.814844e-07	0
Peptidiphaga	8.814844e-07	0
UBA1427	8.814844e-07	0
AG-422-B15	0	8.760268e-07
Desulfofustis	8.185846e-07	0
GWB2-47-37	7.927433e-07	0
UBA3738	0	7.706621e-07
JAKIYB01	7.684602e-07	0
JAJTBH01	0	7.598597e-07
WQVM01	7.511031e-07	0
Chimaeribacter	7.131045e-07	0
CAIUDO01	0	7.032468e-07
DUMF01	6.54299e-07	0
UBA4092	6.346625e-07	0
S143-32	5.796022e-07	0
